,пятерочки,айди_магазина,магазины
149102,2,12440,5
149117,1,12442,6
149139,2,12443,5
149153,0,12445,0
149273,1,12455,4
149304,0,12457,0
149545,0,12477,4
149596,1,12481,1
149601,3,12482,6
149986,1,12514,3
150026,3,12517,9
150029,1,12518,5
150056,1,12520,1
150124,0,12525,0
150209,0,12533,2
150263,0,12537,4
150295,0,12540,0
150325,4,12542,9
150433,0,12551,0
150652,0,12569,3
150767,2,12579,7
150777,0,12580,2
150833,0,12585,2
151233,1,12618,3
151645,0,12652,2
151723,0,12659,5
151840,1,12668,3
151881,0,12672,2
151989,0,12681,1
152333,0,12710,0
152396,1,12715,2
152446,0,12719,3
152522,0,12726,0
152547,1,12728,2
152762,1,12746,6
152885,3,12756,5
152935,2,12760,4
152950,0,12761,0
153067,0,12771,0
153109,0,12775,4
153265,1,12788,4
153349,0,12795,5
153361,2,12796,10
153471,0,12805,2
153481,1,12806,4
153527,0,12810,2
153683,1,12823,4
153714,0,12825,7
154241,0,12869,0
154491,1,12890,5
154661,7,12904,15
154750,0,12911,1
154976,0,12930,2
155043,0,12936,1
155234,1,12952,3
155348,0,12961,11
155429,0,12968,3
155679,0,12989,0
156106,1,13024,1
156111,1,13025,5
156124,2,13026,8
156553,2,13062,4
156585,0,13064,1
156713,4,13075,12
156763,0,13079,5
156794,1,13082,4
156836,1,13085,6
156902,2,13091,6
157068,1,13105,5
157123,0,13109,0
157314,0,13125,3
157435,0,13135,0
157521,2,13142,4
157644,1,13153,5
158250,2,13203,8
158324,3,13209,9
158344,1,13211,5
158373,0,13213,2
158440,0,13219,2
158459,2,13221,9
158640,1,13236,7
158733,3,13243,8
158839,1,13252,3
158849,0,13253,2
158881,2,13256,9
158918,1,13259,4
159055,0,13270,2
159265,3,13288,9
160050,0,13353,5
160136,1,13360,7
160190,0,13365,3
160201,0,13366,6
160299,0,13374,8
160310,2,13375,5
160544,0,13394,3
160612,0,13400,0
160658,0,13404,0
160697,0,13407,3
160719,1,13409,1
160743,0,13411,0
160884,1,13423,5
160916,0,13425,1
161096,1,13441,4
161246,0,13453,0
161388,1,13465,5
161434,1,13469,5
161446,0,13470,6
161460,0,13471,7
161899,2,13508,9
161909,0,13509,0
162275,0,13539,5
162352,0,13545,0
162576,0,13564,2
162652,0,13570,3
163008,1,13600,2
163156,2,13612,8
163166,0,13613,2
163182,0,13615,0
163213,3,13617,5
163299,2,13624,5
163443,2,13636,6
163624,0,13651,1
163748,0,13662,2
163791,3,13665,11
164094,0,13691,1
164534,1,13727,8
164722,0,13743,1
164852,6,13754,14
164895,5,13757,13
164898,7,13758,12
164960,1,13763,5
164978,0,13764,2
165006,0,13767,1
165083,2,13773,5
165094,1,13774,4
165104,3,13775,8
165119,3,13776,11
165134,0,13777,1
165177,6,13781,11
165239,2,13786,6
165247,9,13787,16
165352,1,13795,4
165371,1,13797,2
165395,0,13799,1
165401,5,13800,13
165466,0,13805,3
165577,1,13814,3
165605,5,13817,9
165689,2,13824,5
165730,1,13827,5
165854,1,13837,5
165922,0,13842,0
166116,0,13858,2
166124,0,13859,2
166270,1,13871,5
166276,2,13872,6
166285,0,13873,0
166339,0,13877,0
166415,1,13883,4
166619,0,13900,1
166651,0,13903,1
166881,2,13922,7
166896,1,13923,5
167121,2,13942,9
167238,3,13952,4
167340,0,13960,3
167485,0,13973,0
167943,0,14011,2
167982,0,14014,3
168022,2,14018,9
168034,2,14019,4
168077,1,14023,8
168180,2,14032,3
168289,1,14041,7
168392,0,14049,0
168453,1,14054,7
168463,0,14055,5
168500,1,14058,3
168931,0,14094,2
169298,1,14125,7
169521,1,14143,3
169563,3,14147,7
169587,0,14149,1
169671,2,14156,8
169754,3,14163,9
169793,0,14166,1
169891,1,14175,4
170267,0,14206,1
170294,1,14208,7
170516,0,14227,4
170624,1,14236,1
170763,0,14247,3
171027,1,14269,3
171401,0,14301,1
171612,0,14319,0
171626,4,14320,8
172122,0,14361,0
172178,1,14366,3
172200,0,14368,1
172261,3,14373,4
172269,1,14374,7
172289,2,14375,5
172298,2,14376,10
172304,1,14377,3
172329,1,14379,5
172345,0,14380,0
172352,0,14381,1
172364,1,14382,7
172550,0,14397,2
172622,0,14403,1
172644,0,14405,1
172752,1,14414,4
172926,0,14429,4
172951,1,14431,4
172969,0,14432,2
172991,1,14434,6
173175,0,14450,5
173232,2,14454,7
173367,2,14466,5
173557,0,14481,0
173586,2,14484,8
173596,0,14485,3
173625,1,14487,2
174128,0,14529,2
174412,2,14553,6
174477,0,14558,1
174507,1,14561,5
174718,1,14578,9
175120,1,14612,5
175129,1,14613,3
175170,0,14617,7
175217,2,14621,11
175316,2,14629,7
175480,1,14642,7
175502,0,14644,5
175545,4,14648,6
175601,0,14653,2
175698,0,14661,0
176087,1,14694,3
176134,4,14697,6
176147,1,14699,2
176319,0,14713,2
176338,1,14714,4
176401,2,14720,5
176658,0,14741,2
176670,0,14742,1
176858,2,14758,5
176873,0,14759,1
176880,0,14760,3
176891,1,14761,4
176912,3,14763,14
177067,2,14775,9
177068,1,14776,4
177112,1,14779,4
177135,3,14781,10
177484,0,14810,1
177651,0,14824,2
177762,0,14833,1
177899,0,14845,4
177927,1,14847,4
178080,1,14860,3
178109,0,14862,1
178171,0,14867,0
178237,0,14873,3
178549,2,14899,6
178810,0,14921,1
179041,2,14940,4
179151,4,14949,13
179223,1,14955,2
179435,1,14973,8
179467,0,14975,9
179645,2,14990,5
179937,2,15015,8
179993,0,15019,3
180044,1,15024,1
180217,0,15038,2
180260,2,15042,8
180318,0,15046,4
180457,0,15058,3
180533,2,15064,5
180689,2,15077,3
180930,1,15098,4
180945,1,15099,3
181071,1,15110,4
181133,2,15115,7
181307,0,15129,2
181498,0,15145,2
181503,1,15146,9
181531,1,15148,3
181599,0,15154,7
181649,4,15158,7
181661,3,15159,6
181696,1,15162,1
181719,2,15164,5
181766,0,15168,4
181810,0,15171,2
181820,2,15172,4
181976,1,15186,2
181993,5,15187,10
182062,1,15193,11
182144,0,15200,2
182213,1,15205,5
182325,0,15215,5
182395,2,15220,5
182425,1,15223,6
182829,1,15257,3
182866,3,15260,8
182954,0,15267,6
183148,3,15283,5
183159,0,15284,2
183291,3,15295,8
183618,4,15323,5
183816,0,15339,3
183822,0,15340,2
184377,1,15386,2
184712,0,15414,2
184782,2,15420,7
184809,1,15422,6
185139,0,15449,0
185314,2,15464,5
185736,1,15499,4
185962,0,15518,2
185973,0,15519,0
185982,0,15520,1
186107,1,15530,3
186333,0,15549,1
186407,1,15555,3
187087,0,15612,5
187280,2,15628,7
187393,0,15637,3
187788,0,15671,4
187807,1,15672,4
187950,0,15684,1
187957,0,15685,4
187968,2,15686,10
188208,2,15706,4
188229,0,15708,2
188241,2,15709,4
188316,1,15715,6
188328,0,15716,0
188401,8,15722,14
188639,1,15742,5
188700,0,15747,1
188823,2,15757,5
188908,1,15764,4
189124,0,15782,0
189132,2,15783,10
189373,3,15803,5
189488,0,15813,2
189516,0,15815,2
189522,0,15816,4
189588,3,15821,12
189661,2,15827,11
189679,0,15829,0
189763,2,15836,9
190163,2,15869,8
190179,0,15870,0
190202,1,15872,6
190234,1,15875,9
190299,2,15880,7
190446,2,15893,7
190479,0,15895,4
190792,4,15921,10
190950,2,15935,7
190993,2,15938,9
191039,2,15942,8
191190,3,15955,6
191333,1,15967,2
191351,0,15968,0
191562,1,15986,6
191711,1,15998,3
191930,0,16016,0
191970,2,16020,9
192061,2,16027,7
192132,2,16033,6
192265,0,16044,3
192275,1,16045,3
192328,0,16050,5
192398,1,16055,7
192444,0,16059,1
192508,3,16065,10
192577,0,16070,1
192672,1,16078,2
192788,0,16088,0
192804,1,16089,3
193010,1,16106,3
193170,0,16120,2
193473,1,16145,4
193652,5,16160,12
193724,1,16166,4
194164,0,16203,1
194252,2,16210,5
194470,0,16229,0
194579,1,16238,2
194709,1,16248,5
194710,2,16249,5
194879,1,16263,5
194917,0,16266,2
195106,2,16282,9
195215,2,16291,6
195295,1,16297,6
195300,2,16298,7
195525,0,16317,2
195608,1,16324,5
195723,1,16333,5
195747,1,16335,2
195978,0,16354,2
196035,0,16359,0
196044,1,16360,7
196182,1,16371,6
196224,0,16375,0
196627,1,16409,1
196816,5,16425,12
196844,0,16427,0
197141,3,16452,8
197200,0,16457,1
197386,1,16472,8
197418,1,16475,2
197934,0,16519,0
198015,0,16526,3
198026,2,16527,5
198049,0,16528,2
198209,0,16542,10
198258,1,16546,2
198299,0,16549,0
198351,0,16554,1
198394,1,16557,4
198479,1,16564,3
198492,1,16565,2
198749,2,16587,7
198781,0,16589,1
198903,2,16600,7
198934,0,16602,4
198948,0,16603,1
199316,2,16634,3
199349,0,16637,1
199358,3,16638,9
199492,0,16649,3
199832,0,16678,2
199847,0,16679,1
200261,1,16714,7
200300,0,16717,2
200439,1,16728,3
200642,0,16745,1
200676,1,16748,7
200928,2,16769,4
200983,2,16774,9
200998,1,16775,4
201088,2,16782,4
201109,3,16784,9
201163,1,16789,7
201298,0,16800,0
201480,1,16816,1
201527,0,16820,0
201563,2,16823,5
201591,0,16825,0
201657,1,16830,3
201818,1,16844,10
201865,1,16848,5
201880,1,16849,5
201921,0,16852,1
201923,2,16853,6
202184,0,16874,4
202409,0,16894,5
202430,1,16896,2
202595,1,16909,3
202855,1,16931,3
202887,2,16934,7
203153,0,16956,3
203333,3,16971,7
203838,0,17014,4
203872,3,17017,10
204021,0,17030,2
204293,3,17053,10
204330,3,17056,6
204353,1,17058,7
204412,0,17063,4
204457,0,17066,0
204695,2,17086,12
204774,0,17093,1
205049,2,17116,5
205282,4,17135,5
205979,0,17194,0
206098,2,17203,6
206378,0,17228,0
206421,1,17231,4
206655,2,17251,6
206852,0,17267,4
206896,0,17271,1
207029,0,17282,2
207161,0,17293,6
207227,0,17299,0
207241,1,17301,3
207289,0,17305,1
207466,2,17319,4
207497,0,17322,1
207672,2,17336,7
207750,3,17343,8
207895,0,17355,1
208005,0,17364,1
208627,1,17417,3
209000,0,17449,0
209171,0,17463,0
209332,2,17477,4
209346,1,17478,6
209565,0,17497,1
209602,1,17500,2
209888,2,17524,6
209907,1,17525,4
209909,1,17526,2
209964,1,17530,6
210066,0,17539,8
210142,0,17545,1
210156,1,17546,4
210213,0,17551,2
210435,2,17570,8
210702,1,17592,7
210831,0,17603,6
210996,0,17617,1
211103,1,17626,4
211296,0,17642,2
211337,1,17645,3
211376,0,17648,6
211380,0,17649,1
211459,1,17656,6
211809,2,17685,5
211849,0,17689,0
212079,0,17708,3
212092,2,17709,5
212215,1,17719,6
212223,1,17720,5
212353,2,17731,4
212448,0,17739,4
212502,0,17743,3
212541,0,17747,1
212574,2,17749,5
212640,0,17755,4
212760,3,17765,9
212796,0,17768,1
212965,0,17782,4
213007,2,17786,4
213029,0,17787,2
213249,0,17806,1
213269,3,17807,8
213318,0,17812,4
213340,1,17813,4
213373,0,17816,0
213524,1,17829,6
213649,1,17839,3
213703,2,17844,11
213773,0,17849,3
213951,1,17864,7
214126,0,17879,2
214245,0,17889,0
214365,0,17899,2
214461,0,17908,3
214477,2,17909,6
214494,2,17910,6
215047,2,17957,4
215235,0,17973,1
215368,1,17984,3
215447,0,17991,4
215488,0,17994,1
215526,0,17997,2
215573,0,18001,4
215792,1,18020,2
216304,0,18063,3
216537,1,18083,5
216650,2,18092,6
216800,0,18105,1
216841,0,18108,2
216953,0,18118,6
216994,0,18121,3
217362,2,18152,6
217411,1,18157,5
217423,1,18158,1
217649,1,18176,5
217735,1,18184,4
217858,0,18195,7
217944,0,18202,1
217982,1,18205,3
218044,2,18211,7
218181,2,18222,9
218315,1,18233,2
218596,2,18258,7
218693,1,18266,3
218715,1,18268,1
218816,0,18276,0
219803,0,18359,3
219951,2,18371,8
220187,0,18391,1
220316,2,18402,8
220488,0,18416,4
220586,2,18424,4
220698,0,18433,0
220756,0,18438,1
220793,0,18441,5
221125,1,18470,4
221204,0,18477,1
221278,0,18483,2
221319,1,18486,6
221377,1,18491,4
221403,0,18493,3
221559,4,18507,7
221820,2,18529,6
221943,2,18539,5
221981,1,18542,9
222151,0,18556,5
222170,0,18558,4
222428,0,18580,0
222588,0,18593,6
222610,3,18595,5
222726,1,18605,4
222816,1,18612,4
222822,5,18613,9
222947,0,18624,1
222962,0,18625,1
222983,1,18627,5
222993,2,18628,3
223041,0,18632,0
223068,1,18634,3
223517,2,18672,7
223694,1,18687,2
224195,3,18730,10
224476,1,18754,3
224624,0,18766,3
224673,2,18770,4
224879,0,18788,2
224975,1,18796,2
225248,3,18820,9
225261,3,18821,7
225288,2,18823,5
225321,1,18826,6
225419,1,18834,5
225959,1,18880,5
226126,4,18894,5
226459,0,18923,1
226483,0,18925,6
226684,1,18941,3
226899,3,18959,11
227259,2,18990,2
227950,2,19049,9
227983,2,19052,10
228944,2,19135,4
229009,1,19141,4
229020,4,19142,11
229162,2,19154,6
229280,1,19164,6
229467,0,19181,1
229592,1,19191,6
229637,0,19195,1
229698,2,19200,4
229901,3,19218,6
230121,2,19237,6
230375,0,19259,1
230430,0,19263,5
230498,1,19270,5
230909,0,19304,2
230940,0,19306,2
230952,1,19307,3
230962,0,19308,3
230966,0,19309,3
230980,0,19310,2
231026,2,19314,6
231043,4,19315,8
231059,1,19316,3
231654,1,19366,2
231684,1,19369,6
231967,3,19392,7
232329,0,19423,1
232379,0,19428,2
232531,4,19441,7
232598,0,19446,5
232825,0,19465,0
233013,1,19482,6
233060,0,19486,2
233107,1,19490,7
233200,1,19498,2
233308,0,19507,2
233957,1,19562,5
234393,0,19599,4
234471,1,19606,2
234484,4,19607,10
234527,1,19611,5
234613,0,19618,0
234633,0,19620,2
234694,0,19625,9
234733,3,19628,9
234771,0,19632,0
235125,0,19662,4
235230,3,19670,8
235346,0,19680,0
235412,3,19686,6
235572,2,19700,3
235656,1,19707,2
235724,0,19713,0
235850,0,19724,3
235889,0,19727,1
235901,1,19728,3
235908,3,19729,8
235987,1,19735,6
236022,0,19738,3
236102,3,19746,8
236361,1,19768,3
236377,1,19769,6
236383,1,19770,7
236492,5,19779,11
236625,1,19790,7
236978,2,19820,10
237156,1,19836,2
237211,0,19840,0
237246,1,19843,2
237601,0,19874,3
237659,0,19878,1
237847,6,19895,15
237968,2,19905,6
238016,2,19909,5
238072,0,19914,2
238266,0,19931,1
238306,1,19934,2
238376,1,19940,2
238491,0,19951,2
238546,1,19957,7
238581,1,19960,4
238677,1,19968,9
238838,0,19981,4
238876,1,19984,2
238969,0,19992,3
239109,2,20005,10
239194,1,20012,3
239198,0,20013,0
239292,0,20020,4
239303,2,20022,9
239453,3,20034,4
239516,0,20039,0
239654,1,20051,2
239682,0,20053,0
239746,3,20059,6
239779,0,20062,2
239789,1,20063,5
239810,2,20065,3
239832,1,20066,2
239884,2,20071,6
239901,1,20072,5
239959,2,20077,2
239966,1,20078,1
239983,2,20079,5
240013,0,20082,1
240114,3,20090,9
240122,0,20091,1
240197,0,20097,1
240221,2,20100,4
240234,0,20101,0
240464,1,20120,4
240525,2,20126,5
240566,3,20130,6
240781,2,20149,7
240978,2,20166,9
241029,2,20171,4
241195,0,20185,1
241466,1,20208,6
241612,0,20222,1
241660,0,20226,0
241739,0,20234,2
241757,0,20235,1
241927,0,20249,4
241932,1,20250,4
242065,0,20261,0
242230,0,20275,0
242317,1,20283,9
242360,3,20286,9
242700,0,20316,6
242979,0,20341,1
243238,1,20364,2
243242,0,20365,6
243438,0,20382,5
243659,2,20401,3
243666,3,20402,9
244061,0,20437,0
244148,2,20444,5
244161,0,20445,6
244219,2,20450,10
244230,1,20451,2
244265,1,20454,3
244329,1,20460,6
244488,0,20474,2
245010,1,20521,12
245162,0,20534,0
245167,1,20535,3
245193,2,20537,9
245238,1,20542,4
245302,2,20548,7
245315,0,20549,0
245462,0,20562,2
245476,2,20564,3
245515,2,20568,3
245612,0,20577,4
245809,0,20596,1
245860,0,20600,1
245967,0,20609,1
246006,1,20613,4
246597,4,20667,7
246631,1,20670,3
246646,0,20671,1
246891,0,20692,4
246942,2,20697,6
247221,2,20723,5
247256,1,20727,4
247437,1,20743,2
247450,2,20744,4
247489,1,20747,12
247495,0,20748,3
247520,1,20750,3
247589,0,20756,6
247591,2,20757,6
247604,1,20758,9
247631,0,20760,5
247797,0,20774,2
247882,3,20782,7
247912,1,20785,4
247926,0,20786,0
247932,2,20787,4
248113,0,20803,1
248124,2,20804,5
248234,2,20814,2
248246,1,20815,5
248417,0,20831,1
248476,2,20836,9
248587,1,20846,1
248648,1,20851,3
248718,1,20858,8
249012,3,20886,5
249119,1,20896,4
249221,2,20906,6
249349,1,20918,2
249367,1,20919,6
249474,0,20930,4
249485,1,20931,1
249603,1,20943,3
249630,0,20946,8
249659,1,20948,2
249687,1,20951,6
249780,2,20960,5
249788,0,20961,2
249846,0,20967,4
250027,1,20986,12
250049,1,20988,11
250055,2,20989,3
250314,1,21016,8
250375,0,21022,0
250504,2,21034,3
250612,3,21044,5
250679,1,21049,5
250747,1,21056,4
250865,1,21067,7
250874,1,21068,1
250884,3,21069,6
250911,0,21071,1
250983,2,21077,5
250991,1,21078,3
251022,2,21081,3
251163,2,21095,5
251343,0,21110,0
251457,1,21120,7
251474,0,21121,2
251528,0,21126,1
251672,1,21140,5
251876,1,21160,3
252015,0,21173,5
252041,1,21176,7
252553,0,21230,2
252629,1,21237,4
252710,0,21244,0
252798,3,21253,7
252805,1,21254,3
252964,1,21269,7
253063,0,21279,1
253069,0,21280,1
253080,1,21281,10
253102,1,21283,4
253124,2,21286,3
253190,2,21293,7
253451,2,21320,8
253549,1,21330,4
253710,1,21348,2
253827,1,21363,5
253860,0,21367,1
253929,3,21375,5
253942,3,21376,6
253993,1,21382,2
254043,1,21388,2
254084,2,21393,3
254103,1,21395,4
254124,1,21398,3
254305,1,21418,4
254376,3,21425,10
254398,1,21427,7
254625,1,21452,1
254817,2,21474,8
254926,1,21488,2
255205,1,21524,3
255296,1,21536,4
255304,2,21537,11
255321,2,21539,8
255334,0,21540,2
255340,0,21541,2
255353,0,21543,3
255362,1,21544,6
255382,1,21547,3
255399,0,21549,3
255596,3,21578,7
255626,2,21583,4
255637,1,21585,1
255663,2,21589,5
255688,1,21593,8
255750,0,21605,2
255844,0,21616,0
255959,1,21630,3
255975,4,21632,11
255983,2,21633,5
256191,1,21661,2
256197,1,21662,5
256214,1,21664,1
256223,0,21665,2
256248,1,21669,4
256298,0,21676,0
256312,0,21678,4
256314,0,21679,1
256434,3,21696,10
256444,3,21697,11
256501,0,21706,0
256516,2,21708,5
256547,1,21712,4
256591,1,21720,3
558,2,46,8
615,3,51,8
809,2,67,3
818,2,68,6
1010,1,84,2
2038,1,169,2
2069,0,172,5
2474,0,206,1
2546,0,212,1
3175,1,264,4
3249,0,270,3
3326,2,277,6
3786,2,315,8
3794,4,316,8
3814,2,317,7
4557,1,379,1
4783,1,398,8
5216,2,434,4
5359,2,446,4
5368,2,447,6
5476,0,456,5
5622,0,468,5
5804,2,483,8
5826,2,485,8
5833,3,486,7
5844,0,487,1
5857,3,488,10
5990,1,499,5
6488,3,540,8
6615,2,551,4
6869,0,572,2
6913,0,576,6
7153,2,596,5
7494,3,624,7
7501,3,625,6
7617,0,634,8
7770,1,647,5
7867,2,655,6
8172,3,681,6
8355,0,696,2
8436,2,703,6
8519,4,709,7
8545,1,712,2
8809,2,734,12
8892,3,741,6
8905,1,742,5
8917,2,743,6
8942,4,745,8
9009,3,750,9
9954,0,829,0
10080,3,840,4
10093,1,841,2
10203,4,850,12
10310,2,859,3
10688,1,890,2
11056,2,922,5
11137,0,928,5
11285,1,941,6
11298,1,942,8
11306,2,943,7
11423,1,952,1
11955,1,997,6
11967,2,998,9
11978,1,999,8
11987,4,1000,9
12001,4,1001,11
12026,4,1003,15
12034,3,1004,11
12077,2,1008,6
12095,1,1009,6
12112,1,1011,8
12124,3,1012,9
12159,3,1014,10
12163,4,1015,14
12176,0,1016,6
12281,1,1025,8
12313,3,1028,12
12534,2,1046,5
18314,0,1528,6
18322,1,1529,5
18337,1,1530,6
18350,2,1531,7
18356,1,1532,6
18375,2,1533,5
18383,2,1534,14
18397,2,1535,13
18405,1,1536,6
18446,1,1539,6
18460,1,1540,3
18657,1,1557,6
18952,2,1581,6
27382,5,2284,7
27491,0,2293,2
27591,2,2301,7
27999,0,2335,2
28113,3,2345,9
28165,3,2349,8
28475,2,2375,11
28493,1,2377,9
28592,2,2385,5
29538,1,2464,8
29551,1,2465,9
29569,0,2466,5
29583,3,2467,10
29731,0,2480,3
29740,3,2481,10
29934,3,2497,9
30407,0,2536,10
30467,0,2541,3
30535,3,2547,12
30812,3,2570,13
31689,3,2643,12
32553,0,2715,3
32571,1,2716,6
32740,1,2731,6
32952,1,2748,5
33053,1,2757,5
33704,0,2811,3
33720,1,2812,4
33761,2,2816,11
33824,0,2821,4
33894,1,2827,4
33918,0,2829,1
33930,3,2830,8
33971,3,2833,6
33996,2,2835,8
34012,1,2837,2
34132,1,2847,6
34720,3,2896,8
34865,3,2908,9
35214,1,2937,9
35359,0,2949,6
35426,1,2954,7
35749,3,2981,9
35769,1,2983,4
36175,3,3017,9
36486,1,3043,6
36671,1,3058,2
37108,0,3095,5
37123,0,3096,2
37205,0,3103,5
37247,2,3106,9
37850,0,3157,6
38268,1,3191,5
38278,2,3192,10
38285,0,3193,1
38412,2,3203,7
38438,1,3206,13
38508,1,3211,8
38557,2,3215,10
38569,4,3216,9
38571,5,3217,13
38590,3,3218,10
38599,3,3219,7
38682,3,3226,8
38693,2,3227,9
38744,3,3231,10
38768,2,3233,10
38781,4,3234,9
38919,3,3246,8
39055,0,3257,4
39178,0,3267,5
39290,2,3277,5
39412,2,3287,6
39507,1,3295,5
39561,0,3299,4
39571,3,3300,11
39651,1,3307,5
39667,2,3308,7
39728,3,3313,8
39755,0,3315,6
39789,1,3318,5
40009,0,3336,4
40016,0,3337,3
40114,0,3345,6
40133,1,3347,6
40350,1,3365,7
40363,2,3366,10
40372,1,3367,6
40568,1,3383,3
40650,0,3390,3
40661,1,3391,4
40706,3,3395,6
40807,1,3403,8
41173,2,3433,7
41220,2,3438,4
41278,0,3443,3
41363,3,3450,10
41407,0,3453,2
41526,4,3463,6
41541,0,3464,1
41563,3,3466,14
41644,2,3473,7
41674,1,3476,4
41688,0,3477,6
41850,0,3490,5
41856,2,3491,6
41929,1,3497,6
41951,0,3499,3
41962,2,3500,8
41993,2,3502,5
42460,2,3541,7
42748,1,3565,12
43166,1,3600,5
43174,1,3601,4
43233,2,3605,12
43327,1,3613,2
43331,2,3614,7
43345,2,3615,4
43559,1,3633,5
43572,3,3634,8
43735,1,3647,8
43788,2,3652,6
44161,1,3683,4
44192,1,3685,6
44380,3,3701,13
44515,1,3712,4
44612,4,3720,8
44753,2,3732,5
44814,4,3737,7
44984,4,3751,14
45310,1,3779,4
45645,2,3806,4
45753,1,3815,7
45959,1,3833,11
46033,3,3839,10
46341,1,3864,4
46573,2,3884,7
46656,0,3891,0
46712,1,3895,6
46764,3,3900,10
46844,4,3906,6
46951,1,3915,7
47088,1,3927,4
47554,1,3966,2
47606,3,3970,7
47626,1,3972,8
47640,3,3973,7
47958,0,3999,2
49183,2,4101,6
49581,2,4134,5
50165,4,4183,8
50191,1,4185,5
50982,3,4251,12
51257,0,4274,5
51608,4,4303,15
51613,1,4304,7
51662,2,4308,13
51678,2,4309,5
51691,2,4310,11
51699,1,4311,6
51716,0,4312,6
55102,0,4595,2
55124,1,4597,2
56138,3,4682,7
56756,0,4733,1
56771,1,4734,2
56778,1,4735,6
56790,0,4736,5
56799,0,4737,1
56815,2,4738,5
56832,2,4739,6
56837,2,4740,8
57332,2,4781,9
57344,0,4782,1
57358,0,4783,0
57372,2,4784,8
57382,0,4785,6
57391,0,4786,4
57404,0,4787,6
57417,0,4788,6
57673,1,4810,5
57709,0,4813,2
58168,4,4851,15
58552,0,4883,0
58567,0,4884,2
58934,2,4915,7
59449,1,4958,5
60101,0,5013,4
60253,1,5025,2
60758,0,5067,3
61062,2,5093,7
61612,1,5139,10
61713,1,5147,6
61775,3,5152,11
61789,2,5153,6
61971,0,5169,1
62013,2,5172,9
62276,5,5194,9
62477,4,5211,12
62660,2,5226,11
62725,2,5231,7
62886,1,5245,2
62907,2,5247,4
63320,1,5281,6
63328,0,5282,0
63456,1,5292,3
63521,2,5298,13
63843,1,5325,4
63954,0,5334,3
64116,3,5347,8
64415,4,5372,9
64553,0,5384,5
64610,0,5388,8
64715,3,5397,8
64792,1,5404,4
64804,1,5405,4
64822,0,5406,1
64848,0,5408,3
64911,1,5414,3
64952,2,5417,11
65014,2,5422,5
65280,0,5444,0
65302,1,5446,3
65446,3,5458,9
65630,1,5473,9
65954,2,5501,5
66188,0,5521,4
66323,3,5532,9
66647,2,5559,7
66722,2,5565,7
66747,1,5567,3
66868,2,5577,3
66880,2,5578,5
66929,2,5582,10
67093,1,5596,8
67114,1,5598,3
67598,1,5638,8
67891,3,5663,10
68104,0,5680,0
68180,1,5687,1
68270,2,5694,7
68397,1,5705,5
68498,3,5713,9
68506,1,5714,1
68529,3,5716,9
68540,3,5717,8
68558,2,5718,4
68566,2,5719,5
68581,0,5720,2
68595,1,5721,6
68607,2,5722,7
68722,0,5732,5
69003,2,5755,2
69127,2,5766,5
69208,0,5772,0
69230,3,5774,6
69285,1,5779,5
69309,3,5781,11
69423,1,5791,5
69674,3,5812,12
69695,3,5813,9
69706,2,5814,10
69825,2,5824,10
69963,3,5836,8
70243,2,5859,7
70354,0,5868,5
70362,2,5869,3
70533,0,5883,2
70539,0,5884,0
70551,2,5885,6
70568,1,5886,2
70574,3,5887,8
70597,1,5888,2
70616,1,5890,4
70622,2,5891,7
70663,3,5895,9
70779,0,5904,3
70786,3,5905,10
70820,0,5908,2
70830,0,5909,0
71271,2,5945,4
71434,0,5959,2
71764,2,5986,5
71870,5,5995,12
72052,1,6010,3
72145,1,6018,4
72345,1,6035,5
72926,0,6083,2
72931,0,6084,4
73040,4,6093,6
73098,2,6098,5
73414,2,6124,4
73565,0,6136,2
73765,0,6153,3
74471,0,6212,6
74668,1,6228,3
74689,0,6230,9
75514,0,6299,2
75749,3,6318,10
75886,0,6330,2
76090,1,6347,10
76153,0,6352,8
76408,2,6373,4
76510,2,6382,13
76550,2,6385,7
76818,2,6408,7
77048,1,6427,4
77102,3,6431,9
77298,3,6448,10
77495,1,6464,2
77962,0,6503,1
78339,3,6534,9
78578,3,6554,5
78580,3,6555,7
78597,0,6556,7
79432,3,6626,7
79931,0,6667,4
79936,1,6668,6
80025,2,6675,4
80041,3,6676,7
80352,0,6702,1
80495,2,6714,7
81181,1,6772,3
81725,1,6817,5
81739,2,6818,10
81987,1,6839,6
82207,1,6858,2
82597,1,6890,9
82724,2,6901,12
82739,3,6902,7
82822,1,6909,6
82832,3,6910,8
83150,1,6936,6
83454,2,6962,5
83588,1,6973,1
83670,1,6980,2
83771,1,6988,8
84123,3,7018,9
84797,0,7074,2
85251,3,7112,12
85268,0,7113,0
86089,1,7182,7
86378,1,7206,5
86399,0,7207,0
86409,0,7208,4
86421,2,7209,7
86428,3,7210,8
86447,2,7211,9
86470,1,7213,5
87038,3,7261,8
87368,1,7288,5
87400,1,7291,3
87579,0,7306,2
87708,3,7317,7
87720,1,7318,3
87778,2,7322,9
87788,0,7323,3
87956,1,7337,6
87977,2,7339,11
88016,0,7342,1
88181,2,7356,13
88492,0,7382,7
88530,2,7385,7
88639,1,7394,6
88646,4,7395,10
88967,2,7422,2
89031,0,7427,9
89119,0,7434,8
89487,2,7465,7
89723,3,7485,5
89743,0,7486,1
90155,2,7521,6
90169,3,7522,6
90262,4,7529,8
90624,0,7560,1
90644,1,7561,3
90872,1,7580,8
90934,1,7585,11
91129,1,7602,4
91245,1,7611,6
