,выручка,дата_открытия
823,54330874.676,Средний по возрасту
824,58225067.654,Средний по возрасту
825,59568334.731,Средний по возрасту
826,58894674.203,Средний по возрасту
827,66963466.247,Средний по возрасту
828,36811695.536,Средний по возрасту
829,35712482.833,Средний по возрасту
830,38288200.923,Средний по возрасту
831,37149324.012,Средний по возрасту
832,38476159.134,Средний по возрасту
833,36356221.884,Средний по возрасту
834,36553563.831,Средний по возрасту
835,35168828.42,Средний по возрасту
836,34855127.43,Средний по возрасту
837,37653318.77,Средний по возрасту
838,39415145.331,Средний по возрасту
839,45310758.066,Средний по возрасту
840,41511008.532,Средний по возрасту
